plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Standard,Monthly,Yes,No,2,37,56.52,116.0,4,12.3,0,0.94,0
Basic,Monthly,No,No,1,17,102.55,126.7,2,5.3,0,0.28,0
Standard,Monthly,No,Yes,2,32,158.12,166.5,1,8.0,1,2.18,0
Standard,Monthly,Yes,No,2,28,109.29,123.5,0,6.6,0,1.53,0
Standard,Monthly,No,No,2,15,62.74,190.9,0,9.0,0,0.92,1
Basic,Monthly,No,No,0,19,61.96,194.8,1,30.2,0,4.32,1
Basic,Monthly,Yes,No,1,10,91.16,202.9,1,12.0,0,4.28,1
Standard,Monthly,No,No,1,9,167.6,143.5,1,8.4,0,0.43,0
Pro,Monthly,No,No,0,14,118.22,157.9,2,6.4,0,3.42,1
Standard,Monthly,No,No,1,14,145.24,148.6,0,15.3,1,2.96,1
Standard,Annual,Yes,Yes,1,12,108.24,200.0,2,2.8,0,1.06,0
Basic,Monthly,No,No,1,21,73.93,88.7,1,10.5,0,1.51,0
Basic,Monthly,No,Yes,2,12,63.66,176.8,0,5.6,0,1.16,1
Standard,Monthly,Yes,No,3,16,74.13,160.3,2,16.6,0,1.32,0
Basic,Monthly,No,No,3,25,156.97,193.0,2,21.9,0,4.09,1
Basic,Monthly,No,No,0,15,184.17,124.9,1,5.6,0,1.06,0
Standard,Annual,Yes,No,0,13,100.96,144.3,0,9.0,0,2.94,0
Pro,Monthly,Yes,No,2,28,171.72,171.2,1,13.8,0,1.98,0
Standard,Monthly,Yes,Yes,3,7,160.33,104.6,2,13.2,0,1.55,0
Standard,Monthly,Yes,No,2,22,172.98,236.9,1,13.8,0,2.28,0
Standard,Monthly,No,Yes,1,9,103.47,116.0,1,3.0,0,0.98,0
Standard,Annual,No,Yes,1,11,92.51,145.6,0,12.7,0,1.53,0
Basic,Annual,Yes,No,2,37,113.94,95.6,1,6.3,0,2.24,0
Basic,Monthly,No,No,2,6,186.63,178.5,0,8.1,0,1.92,0
Standard,Monthly,No,No,1,33,174.49,190.3,2,10.8,1,1.06,0
Basic,Monthly,No,No,1,27,108.17,163.4,0,33.0,0,0.98,0
Standard,Annual,Yes,Yes,1,9,95.05,120.5,2,13.8,1,0.89,0
Basic,Monthly,Yes,No,0,14,93.31,146.6,2,7.9,0,2.37,1
Basic,Monthly,Yes,No,5,29,212.89,206.2,4,10.7,0,0.33,0
Standard,Monthly,Yes,No,1,9,102.73,115.3,1,23.0,0,2.62,1
Standard,Monthly,Yes,Yes,1,21,150.71,100.9,0,6.6,0,0.79,0
Standard,Monthly,Yes,Yes,1,18,98.62,137.9,0,13.5,1,3.06,0
Standard,Monthly,Yes,No,0,19,107.19,191.4,2,12.4,0,1.55,1
Pro,Monthly,No,Yes,1,25,175.05,152.0,0,10.1,1,0.72,0
Standard,Monthly,Yes,No,2,16,87.16,192.9,1,17.4,1,0.6,1
Standard,Annual,No,No,2,26,121.02,216.4,0,10.3,1,1.97,0
Basic,Monthly,No,No,0,20,171.34,235.2,3,40.6,0,0.85,0
Basic,Annual,Yes,No,3,8,225.23,242.2,0,7.2,1,0.54,1
Standard,Monthly,Yes,Yes,1,1,228.05,135.1,0,11.1,0,0.88,0
Standard,Monthly,No,No,1,11,71.09,185.6,0,7.4,0,4.04,1
Pro,Annual,No,No,3,3,137.61,139.6,0,11.0,0,1.29,0
Pro,Monthly,No,No,1,20,61.19,203.3,1,6.9,1,1.27,1
Standard,Monthly,Yes,No,2,5,193.87,216.5,0,18.3,0,3.05,0
Basic,Monthly,No,No,1,18,87.18,57.5,0,17.8,0,2.33,0
Standard,Monthly,No,Yes,1,2,74.65,194.0,2,6.4,0,0.75,1
Basic,Annual,Yes,No,0,15,107.45,101.7,0,7.2,1,3.96,0
Pro,Annual,Yes,No,0,4,131.43,199.4,1,9.8,1,1.5,0
Standard,Monthly,No,Yes,2,15,89.02,106.5,1,7.2,0,0.54,0
Standard,Monthly,No,No,2,5,189.77,152.8,0,17.4,0,1.84,1
Standard,Monthly,No,No,3,11,177.23,137.3,0,17.9,0,0.38,0
Basic,Annual,No,Yes,3,13,99.06,139.8,2,14.1,0,0.81,0
Standard,Annual,No,No,2,14,105.72,151.9,0,5.3,2,3.87,1
Pro,Monthly,No,No,1,15,140.55,203.5,2,11.3,0,2.97,0
Basic,Monthly,Yes,No,1,26,111.44,145.7,1,22.6,1,1.77,1
Standard,Monthly,No,No,2,20,140.69,184.5,3,9.4,0,2.48,0
Basic,Annual,Yes,Yes,3,44,162.26,165.9,0,9.4,0,1.51,0
Basic,Monthly,No,No,1,23,158.27,133.5,0,8.6,0,5.97,0
Standard,Monthly,No,No,1,10,68.97,119.0,2,4.0,0,1.63,0
Basic,Monthly,Yes,No,0,20,135.79,146.4,2,19.0,0,1.28,0
Standard,Monthly,Yes,No,1,57,83.06,261.7,0,5.8,0,2.11,1
Basic,Monthly,No,No,1,14,127.01,157.1,1,8.7,0,2.28,1
Pro,Annual,No,No,2,19,63.8,146.7,0,11.9,0,5.65,1
Standard,Monthly,Yes,No,2,22,162.59,133.7,0,7.5,0,0.56,0
Pro,Annual,No,Yes,1,29,140.7,115.2,1,5.7,0,3.4,0
Basic,Monthly,Yes,No,2,13,111.67,160.7,1,25.8,0,1.37,0
Basic,Monthly,Yes,No,0,23,111.37,192.5,0,20.5,1,3.46,1
Basic,Annual,No,No,1,11,48.64,108.6,0,23.0,0,0.46,0
Basic,Monthly,No,No,0,22,163.59,140.1,2,8.4,0,2.24,0
Basic,Monthly,Yes,No,0,28,168.71,239.3,0,4.4,0,10.92,1
Standard,Monthly,No,Yes,1,23,93.2,165.3,0,10.1,0,1.24,1
Standard,Monthly,Yes,No,1,11,138.89,164.7,1,7.0,1,3.16,0
Pro,Monthly,No,Yes,0,12,155.52,96.8,1,7.4,0,2.98,0
Standard,Monthly,No,No,2,39,177.89,216.7,5,11.9,0,1.5,0
Standard,Monthly,Yes,No,0,40,93.5,123.2,0,14.7,1,0.43,0
Basic,Monthly,No,No,4,9,205.36,156.5,0,18.7,0,0.99,0
Standard,Monthly,Yes,Yes,2,20,92.29,117.1,0,31.0,1,1.32,1
Basic,Monthly,No,No,1,22,124.47,216.1,3,2.7,1,1.21,1
Basic,Annual,No,Yes,3,22,224.5,58.0,1,8.6,1,1.71,0
Standard,Monthly,No,No,5,11,80.28,144.8,1,13.1,0,1.63,0
Pro,Monthly,No,Yes,1,14,185.95,122.0,0,18.1,0,1.34,0
Standard,Monthly,No,No,1,53,178.16,122.9,2,11.1,0,4.35,0
Basic,Monthly,No,Yes,0,29,152.96,57.5,0,5.8,0,4.19,0
Standard,Monthly,Yes,No,0,9,50.94,253.7,2,9.8,1,1.15,1
Basic,Monthly,Yes,No,1,6,99.61,141.1,1,4.6,0,3.02,1
Standard,Monthly,Yes,No,2,8,154.67,116.3,0,5.7,0,0.45,0
Standard,Monthly,No,No,1,44,17.63,114.9,3,17.0,0,1.94,0
Basic,Monthly,No,No,0,27,105.55,107.5,0,15.4,1,2.64,1
Basic,Monthly,No,Yes,1,36,158.02,121.1,1,1.0,0,2.41,0
Standard,Annual,Yes,Yes,1,11,120.81,106.5,0,21.7,0,0.55,0
Pro,Monthly,Yes,No,1,12,168.5,128.5,0,9.1,0,2.96,0
Standard,Annual,No,Yes,2,37,135.39,120.3,1,14.9,0,1.21,0
Basic,Monthly,Yes,Yes,0,14,145.82,181.0,1,7.2,1,2.15,1
Standard,Monthly,Yes,No,1,33,111.83,134.4,1,14.1,0,0.49,0
Pro,Monthly,No,No,1,19,171.93,179.7,0,11.0,0,1.86,0
Standard,Monthly,No,No,1,13,201.12,176.3,0,21.4,0,5.91,0
Basic,Annual,Yes,No,1,28,159.15,194.7,2,2.3,1,1.58,0
Standard,Monthly,Yes,No,1,16,68.76,130.5,1,9.9,0,2.85,1
Basic,Annual,Yes,Yes,2,15,168.38,121.7,0,9.6,0,3.68,0
Basic,Monthly,Yes,No,3,49,145.05,166.9,1,12.2,0,0.86,0
Pro,Monthly,Yes,No,2,33,199.86,206.2,2,8.6,0,4.97,0
Standard,Monthly,No,No,2,19,126.35,89.7,1,24.2,0,3.93,0
Pro,Monthly,No,No,0,23,159.17,82.6,1,7.5,1,0.93,0
Basic,Monthly,Yes,Yes,1,18,32.84,224.2,1,9.4,0,2.67,1
Pro,Monthly,No,No,2,7,238.55,58.4,0,12.3,2,1.36,0
Basic,Monthly,No,No,1,17,131.66,68.7,0,18.5,1,0.49,0
Standard,Monthly,No,Yes,0,10,77.8,119.5,2,9.8,1,0.75,1
Basic,Monthly,Yes,No,0,17,255.24,166.9,1,7.6,0,0.8,0
Standard,Annual,No,Yes,1,11,131.31,160.1,1,13.5,0,2.79,1
Standard,Monthly,No,Yes,0,4,152.02,141.7,2,9.4,1,0.56,1
Pro,Monthly,No,No,0,24,46.56,170.9,0,5.6,0,1.47,0
Basic,Monthly,Yes,No,1,20,131.45,171.4,0,9.4,0,1.73,0
Basic,Monthly,Yes,No,3,45,122.17,170.0,1,5.8,0,0.81,0
Pro,Monthly,No,No,2,17,129.43,197.8,1,17.0,1,0.71,0
Standard,Annual,No,No,0,8,143.02,87.9,0,10.6,0,0.69,0
Basic,Annual,No,No,0,44,134.52,213.1,2,9.0,1,3.29,0
Basic,Monthly,Yes,Yes,0,22,117.31,186.9,0,5.6,0,1.08,0
Pro,Annual,Yes,No,0,47,31.96,201.5,4,11.8,0,0.68,0
Standard,Monthly,Yes,No,0,6,213.96,211.6,1,6.0,0,3.79,0
Standard,Monthly,No,No,1,35,119.28,205.0,0,15.2,0,2.38,1
Basic,Monthly,No,No,1,29,112.32,84.9,0,13.2,0,0.54,0
Basic,Monthly,No,No,6,12,92.66,133.5,1,28.0,0,0.28,0
Standard,Monthly,No,No,2,23,192.91,136.2,4,2.3,0,1.43,0
Standard,Monthly,Yes,Yes,2,8,149.6,235.5,1,10.6,0,0.84,0
Basic,Annual,Yes,No,3,22,74.41,147.8,1,25.0,1,1.42,0
Basic,Monthly,No,No,0,22,93.71,96.4,1,15.1,0,4.19,1
Basic,Monthly,No,No,1,10,68.82,126.6,0,11.0,0,2.23,1
Standard,Monthly,No,No,0,2,230.96,66.2,2,11.0,0,2.28,0
Pro,Monthly,No,No,1,15,92.65,187.4,1,9.0,0,1.19,0
Standard,Annual,Yes,No,1,11,123.96,141.0,1,11.5,1,2.37,0
Basic,Monthly,No,Yes,1,18,98.99,112.7,1,22.4,0,1.25,0
Standard,Monthly,Yes,Yes,2,29,154.09,201.4,1,6.0,0,2.94,0
Standard,Monthly,No,No,4,24,163.57,142.9,2,11.8,0,1.89,0
Basic,Annual,Yes,Yes,0,19,133.95,92.6,1,3.0,0,0.99,0
Basic,Annual,No,No,0,84,217.72,170.8,1,18.3,0,2.61,0
Standard,Monthly,Yes,No,2,30,99.57,157.1,1,6.2,0,1.94,0
Basic,Monthly,Yes,No,1,66,115.17,201.9,2,17.2,1,2.48,0
Standard,Monthly,No,No,2,17,152.43,228.5,1,8.2,1,3.48,1
Pro,Monthly,No,No,1,19,205.9,204.0,1,13.8,0,2.86,0
Pro,Monthly,No,No,1,40,120.51,181.4,0,21.4,0,3.03,0
Basic,Annual,Yes,Yes,1,40,133.81,168.8,0,7.7,0,0.93,0
Basic,Monthly,Yes,Yes,0,24,136.04,191.2,1,8.8,0,2.86,1
Basic,Monthly,No,Yes,3,9,31.07,216.2,0,17.3,0,3.23,1
Standard,Monthly,Yes,Yes,1,29,182.47,75.2,3,8.6,0,2.88,0
Standard,Monthly,No,No,1,29,147.03,124.1,3,12.2,0,4.09,0
Standard,Monthly,No,Yes,1,32,168.85,117.4,0,8.3,0,2.64,0
Standard,Monthly,Yes,No,3,4,162.65,231.5,1,28.2,1,0.72,1
Basic,Monthly,No,No,1,5,123.11,155.5,2,6.7,0,2.23,1
Basic,Annual,No,No,3,14,115.42,155.9,1,5.4,0,0.47,0
Standard,Monthly,No,No,4,15,59.7,173.5,3,7.6,0,2.85,1
Standard,Annual,Yes,No,3,19,196.67,130.3,0,22.2,1,1.3,0
Basic,Monthly,Yes,No,1,8,174.31,131.7,2,8.2,0,4.7,0
Standard,Monthly,Yes,No,1,6,214.4,142.6,2,3.0,0,0.46,0
Standard,Monthly,Yes,Yes,1,31,138.77,112.5,0,15.3,3,0.56,0
Basic,Annual,Yes,No,1,16,139.69,101.3,0,4.9,0,1.06,0
Basic,Monthly,No,Yes,0,10,171.61,178.9,1,29.7,0,4.87,1
Basic,Monthly,Yes,Yes,2,11,156.82,191.4,1,13.4,0,3.24,1
Standard,Monthly,No,No,4,52,77.39,146.9,1,2.2,0,2.31,0
Pro,Annual,Yes,Yes,0,38,123.78,155.0,1,11.4,0,1.19,0
Basic,Monthly,No,Yes,3,16,53.11,138.8,2,13.2,0,0.52,1
Standard,Annual,No,No,0,25,118.7,123.6,1,9.0,0,0.92,0
Standard,Monthly,Yes,No,3,18,126.73,193.9,1,5.0,1,4.49,1
Basic,Monthly,Yes,No,0,36,210.8,193.7,1,21.4,0,1.96,0
Standard,Monthly,No,Yes,0,24,113.66,162.7,0,10.2,0,1.62,0
Standard,Monthly,No,Yes,4,7,81.71,223.4,1,10.9,0,1.05,0
Basic,Monthly,Yes,No,0,14,106.69,146.3,2,27.0,0,1.57,0
Basic,Annual,Yes,No,0,19,80.15,173.5,0,13.3,1,0.38,0
Basic,Monthly,Yes,No,1,30,143.44,165.1,1,1.2,1,1.41,0
Standard,Annual,No,No,1,9,194.18,191.0,1,26.4,0,3.84,0
Basic,Monthly,Yes,No,1,13,97.5,95.7,1,17.3,1,0.85,0
Basic,Annual,No,Yes,2,16,113.55,146.9,2,4.4,0,0.59,0
Basic,Monthly,No,No,2,46,74.99,107.5,0,10.7,0,2.2,0
Standard,Annual,Yes,No,1,14,68.2,82.2,1,15.2,0,1.64,0
Pro,Monthly,No,No,0,26,90.1,162.8,0,9.5,0,2.98,0
Pro,Monthly,Yes,Yes,0,22,183.01,93.7,1,12.9,0,0.79,0
Standard,Monthly,No,Yes,3,35,128.01,147.8,1,8.0,0,1.01,0
Basic,Monthly,No,No,0,16,152.75,261.6,1,14.9,0,2.88,1
Standard,Monthly,Yes,Yes,0,19,140.9,213.2,1,6.2,0,5.23,1
Pro,Monthly,No,No,1,26,107.6,227.9,1,17.2,1,1.86,0
Basic,Monthly,No,No,2,11,158.38,208.8,0,6.7,0,3.59,0
Pro,Monthly,Yes,Yes,1,30,157.7,103.2,1,19.0,0,4.2,0
Standard,Monthly,No,No,0,7,147.52,120.7,1,16.5,0,2.15,0
Basic,Annual,Yes,No,1,11,90.68,190.8,2,36.9,0,4.37,1
Standard,Monthly,No,Yes,1,32,42.54,195.3,1,23.1,0,1.58,1
Basic,Monthly,No,No,0,13,82.13,229.2,2,12.2,0,1.47,1
Standard,Monthly,Yes,No,2,42,128.63,168.5,0,3.7,0,1.71,0
Standard,Monthly,Yes,No,1,17,58.86,111.3,0,11.2,0,1.58,0
Standard,Monthly,No,No,1,25,149.6,197.2,0,12.1,0,1.03,0
Basic,Monthly,Yes,No,2,14,202.48,176.6,1,13.4,0,0.8,0
Basic,Monthly,Yes,No,2,13,106.52,127.6,1,16.5,0,3.28,0
Standard,Annual,No,No,1,40,68.91,85.7,1,4.0,0,4.36,0
Standard,Monthly,Yes,No,2,11,177.69,137.0,0,3.6,0,1.63,0
Basic,Monthly,Yes,No,1,23,39.33,142.7,0,11.6,0,3.58,0
Basic,Monthly,No,No,2,20,167.09,110.9,1,6.8,0,2.28,0
Standard,Monthly,Yes,No,1,21,157.83,171.6,1,15.5,0,6.66,0
Basic,Monthly,No,No,1,4,227.66,190.2,1,7.2,0,3.98,0
Standard,Monthly,Yes,Yes,0,7,39.46,82.9,1,4.4,0,1.62,1
Standard,Annual,Yes,No,0,7,129.56,194.5,0,17.3,0,2.2,1
Basic,Monthly,No,No,0,27,155.85,60.3,2,9.5,1,3.24,0
Standard,Monthly,Yes,No,0,27,163.56,193.1,2,21.2,2,2.45,0
Basic,Monthly,No,No,1,26,164.79,182.4,3,17.6,0,1.27,0
Standard,Monthly,Yes,No,2,9,125.49,57.5,0,4.1,0,1.72,0
Basic,Monthly,Yes,No,2,22,97.21,148.9,3,6.8,1,1.24,1
Standard,Monthly,No,No,0,18,105.79,148.0,2,20.4,0,3.4,1
Standard,Monthly,Yes,Yes,3,27,1.0,111.4,0,8.0,0,2.2,0
Pro,Annual,No,No,1,21,92.71,95.9,0,3.8,0,1.66,0
Standard,Monthly,No,No,0,11,120.3,139.1,0,9.0,0,2.05,1
Basic,Monthly,Yes,No,3,22,139.33,57.5,2,16.4,0,1.98,1
Basic,Monthly,Yes,No,0,9,93.22,153.1,2,12.3,0,1.16,1
Basic,Monthly,Yes,No,3,23,139.72,124.2,1,15.7,0,0.9,0
Standard,Annual,No,No,0,4,241.12,204.4,0,27.0,0,2.22,0
Standard,Monthly,No,No,1,19,143.45,128.7,0,9.0,0,0.34,0
Standard,Annual,Yes,Yes,0,24,113.98,66.7,1,4.3,0,2.29,0
Standard,Monthly,No,No,0,9,267.58,217.1,2,3.8,0,1.45,0
Standard,Monthly,No,No,1,15,211.55,223.8,0,15.3,0,0.66,0
Basic,Monthly,Yes,Yes,0,11,156.58,208.5,0,21.5,0,3.75,1
Standard,Monthly,No,No,0,22,6.23,205.3,1,3.7,0,0.99,1
Standard,Monthly,No,No,2,8,42.62,139.8,2,8.2,1,0.56,1
Standard,Monthly,No,No,0,20,203.38,206.9,3,17.4,0,1.58,0
Basic,Monthly,No,No,2,10,38.68,176.3,0,14.2,0,4.19,1
Standard,Monthly,No,No,1,3,97.18,127.2,1,3.8,2,2.08,1
Standard,Monthly,Yes,Yes,0,37,12.82,140.8,0,13.8,0,0.36,1
Standard,Annual,Yes,No,0,12,102.58,89.7,1,16.2,0,0.66,0
Pro,Annual,Yes,No,0,8,181.75,146.6,0,9.3,1,1.75,0
Pro,Monthly,No,No,4,17,68.55,112.5,0,4.2,0,2.58,0
Standard,Monthly,Yes,No,0,10,121.87,134.5,3,27.2,0,2.05,1
Basic,Monthly,Yes,Yes,1,11,85.18,155.8,3,7.0,0,7.0,1
Standard,Monthly,Yes,No,2,11,145.77,210.2,1,14.7,0,0.33,0
Standard,Monthly,No,No,1,8,55.17,178.6,3,4.8,0,1.42,1
Basic,Monthly,No,No,0,34,92.74,68.8,1,8.6,0,1.72,1
Basic,Monthly,No,Yes,3,21,180.23,158.1,1,10.6,0,1.8,0
Standard,Monthly,Yes,No,1,25,142.2,179.6,2,12.1,0,0.71,0
Standard,Monthly,No,No,3,2,148.09,146.3,1,20.7,0,1.38,1
Basic,Monthly,No,No,2,20,53.56,115.8,4,23.0,0,0.86,1
Standard,Monthly,No,No,1,35,185.35,111.4,1,20.2,1,1.6,0
Basic,Monthly,No,No,1,14,69.91,142.3,1,14.9,1,4.78,1
Basic,Monthly,Yes,No,2,29,100.81,155.0,1,13.5,0,1.34,0
Standard,Annual,No,No,3,32,241.82,57.5,0,8.1,0,2.97,0
Pro,Monthly,No,Yes,1,23,140.52,159.8,0,1.6,0,0.93,0
Basic,Annual,No,No,0,11,86.15,143.4,1,7.6,1,3.02,1
Basic,Monthly,Yes,No,1,11,166.53,119.6,0,13.9,0,3.03,0
Pro,Monthly,No,No,0,43,4.63,186.3,0,17.9,0,1.59,1
Standard,Monthly,No,No,2,21,133.93,57.5,1,18.9,0,0.76,0
Standard,Annual,No,No,3,33,120.57,186.9,0,23.8,1,2.23,0
Standard,Monthly,No,Yes,1,9,157.21,134.4,2,9.8,0,3.26,0
Basic,Monthly,No,No,0,13,127.59,144.7,0,14.6,0,1.21,0
Pro,Monthly,No,No,1,20,172.34,72.9,1,17.9,1,3.84,0
Basic,Monthly,No,No,1,19,214.13,107.5,1,4.3,0,4.0,0
Basic,Monthly,No,No,1,15,183.25,123.7,2,17.8,0,0.49,0
Standard,Monthly,No,No,2,11,113.3,157.4,1,11.2,0,1.4,1
Standard,Monthly,No,No,0,30,120.87,193.7,1,20.5,0,2.12,0
Standard,Annual,No,No,3,16,183.0,128.7,0,3.1,0,2.42,0
Basic,Monthly,No,No,1,17,135.34,146.2,2,15.0,0,1.03,0
Standard,Monthly,No,No,1,17,90.74,165.3,1,13.8,0,2.67,0
Standard,Monthly,No,No,1,32,83.17,186.1,1,11.9,0,2.38,0
Standard,Monthly,No,No,4,18,192.73,173.8,1,17.4,1,2.19,0
Standard,Monthly,No,No,3,20,68.81,131.1,2,18.7,0,3.81,1
Standard,Annual,Yes,Yes,0,42,89.62,136.7,0,6.3,0,1.18,0
Standard,Monthly,Yes,No,1,7,95.97,73.9,0,4.0,0,1.45,0
Basic,Annual,Yes,Yes,1,9,210.55,145.8,3,1.8,1,1.98,0
Standard,Monthly,Yes,No,0,12,161.19,228.0,0,23.5,1,0.51,0
Basic,Monthly,Yes,No,1,23,189.28,119.7,1,22.4,0,1.79,0
Basic,Annual,No,No,0,26,78.81,199.0,0,9.4,1,2.08,1
Basic,Monthly,No,Yes,1,17,55.9,188.4,1,27.9,0,1.62,1
Pro,Monthly,No,No,0,11,158.1,196.1,0,6.0,1,2.03,0
Standard,Monthly,Yes,No,2,14,117.73,190.7,0,10.1,0,2.93,1
Standard,Monthly,No,No,0,22,127.59,82.7,1,19.2,1,0.75,0
Pro,Monthly,Yes,No,3,21,120.49,145.2,1,21.3,0,1.59,0
Standard,Monthly,No,No,1,15,54.45,175.3,1,16.7,0,6.31,1
Standard,Monthly,No,Yes,2,17,164.51,116.8,1,7.4,0,0.97,0
Basic,Monthly,No,No,1,4,27.66,134.3,3,15.3,0,1.01,1
Standard,Monthly,Yes,No,1,37,124.7,191.7,0,12.2,1,0.82,0
Basic,Monthly,No,Yes,3,19,156.38,189.2,0,19.7,0,1.34,1
Standard,Monthly,No,No,3,24,279.54,156.1,0,19.0,1,1.75,0
Standard,Monthly,Yes,No,4,27,122.87,147.4,0,30.7,0,2.61,0
Standard,Annual,Yes,No,0,11,185.61,116.2,0,10.3,0,2.11,0
Pro,Monthly,Yes,No,1,15,123.93,131.7,0,1.5,0,0.92,0
Basic,Annual,No,Yes,0,14,131.3,161.6,2,26.1,0,3.27,1
Standard,Monthly,No,Yes,0,39,73.8,224.6,1,3.7,1,4.54,1
Standard,Annual,Yes,No,3,9,114.63,156.3,0,10.6,0,1.12,0
Basic,Monthly,No,No,1,12,93.61,145.7,1,9.4,0,0.85,1
Basic,Annual,Yes,No,0,8,133.58,155.1,0,16.7,0,1.84,0
Basic,Annual,No,No,2,25,122.59,145.9,3,6.4,0,0.73,0
Basic,Monthly,Yes,No,0,15,50.78,147.4,2,29.4,2,3.26,1
Standard,Monthly,No,No,1,17,146.48,163.3,2,10.7,1,0.82,0
Standard,Monthly,Yes,No,1,18,74.33,241.5,0,4.4,0,1.06,1
Basic,Annual,No,No,3,5,106.09,128.9,2,15.4,0,1.42,0
Standard,Monthly,No,Yes,4,45,179.54,193.0,3,19.4,0,3.28,0
Standard,Monthly,No,No,1,13,179.86,189.2,1,6.2,0,0.54,0
Standard,Annual,No,No,2,16,65.14,194.8,3,12.2,0,1.77,1
Standard,Monthly,Yes,No,2,36,146.0,112.9,2,18.5,0,0.95,0
Standard,Monthly,Yes,No,1,17,50.39,217.1,0,25.0,1,0.58,1
Basic,Annual,Yes,Yes,1,16,96.87,133.7,1,10.3,0,4.01,1
Standard,Monthly,No,Yes,1,11,144.29,177.6,1,7.8,1,1.93,0
Standard,Monthly,No,Yes,2,15,121.94,106.6,2,16.4,1,1.27,0
Basic,Monthly,Yes,No,1,13,35.95,227.7,1,21.0,0,2.41,1
Basic,Monthly,No,No,1,10,68.66,155.5,1,14.6,0,1.54,1
Basic,Annual,No,No,1,7,161.18,169.9,2,4.6,1,4.09,1
Standard,Monthly,No,Yes,1,9,114.19,60.3,1,18.0,2,3.49,1
Pro,Monthly,No,No,0,31,123.34,180.9,0,28.0,0,1.38,0
Basic,Monthly,No,No,1,34,181.76,137.9,1,1.6,0,1.53,0
Basic,Annual,Yes,No,1,35,145.78,118.0,1,15.9,0,2.54,0
Standard,Monthly,Yes,Yes,1,11,104.57,168.0,2,11.8,0,1.24,0
Standard,Monthly,Yes,No,2,15,124.93,107.5,1,8.9,1,3.55,0
Basic,Monthly,No,Yes,1,25,158.7,242.4,3,5.2,1,1.24,1
Pro,Monthly,Yes,No,1,37,69.15,132.9,1,29.5,1,0.47,0
Standard,Monthly,No,No,1,18,96.62,161.1,1,3.9,0,3.52,1
Basic,Monthly,No,No,2,35,178.03,158.8,1,11.4,0,2.33,0
Basic,Monthly,Yes,No,0,11,98.81,138.2,1,5.2,1,0.92,1
Standard,Monthly,No,Yes,1,19,148.35,148.9,2,2.9,0,5.22,1
Basic,Monthly,No,No,2,23,136.6,168.8,2,23.4,0,3.87,0
Standard,Monthly,No,Yes,2,10,153.46,217.9,2,10.9,1,4.02,1
Basic,Monthly,Yes,Yes,2,4,165.14,212.4,1,13.2,0,4.82,1
Basic,Monthly,Yes,Yes,2,28,116.83,163.2,2,11.5,1,1.47,0
Pro,Annual,No,Yes,1,14,180.18,85.1,1,29.0,0,1.58,0
Basic,Monthly,Yes,No,2,19,190.15,98.4,1,15.8,0,1.5,0
Basic,Monthly,No,No,0,23,90.06,201.4,0,2.2,0,2.36,1
Basic,Monthly,No,No,0,4,104.32,160.9,0,12.5,0,2.11,1
Pro,Monthly,Yes,Yes,1,20,116.7,134.5,0,25.8,0,1.89,0
Standard,Monthly,No,No,1,23,33.99,166.4,2,18.8,1,1.41,1
Standard,Monthly,Yes,No,1,37,131.25,176.5,0,5.8,0,0.49,0
Basic,Monthly,No,No,1,11,179.77,165.6,2,27.0,1,1.51,1
Basic,Monthly,Yes,No,2,25,140.54,153.3,1,1.3,1,2.01,0
Pro,Monthly,No,Yes,0,4,126.67,147.9,1,8.1,0,1.23,0
Pro,Monthly,No,No,5,12,106.67,201.0,4,8.5,0,2.2,0
Basic,Monthly,No,Yes,0,21,148.36,114.7,1,22.7,0,1.49,0
Pro,Monthly,Yes,No,1,32,107.46,145.7,1,15.8,0,2.2,0
Basic,Monthly,Yes,No,0,24,72.67,158.2,2,22.6,1,4.24,1
Basic,Monthly,Yes,No,0,9,92.03,202.2,1,9.2,0,1.66,1
Standard,Monthly,Yes,No,0,26,98.29,170.4,0,21.0,1,1.23,0
Standard,Monthly,No,No,0,19,179.58,197.5,1,10.2,1,1.41,0
Standard,Monthly,Yes,Yes,1,19,198.36,96.7,1,5.0,0,1.81,0
Basic,Monthly,No,No,1,19,159.16,172.5,0,13.2,0,1.84,0
Basic,Monthly,Yes,Yes,3,18,202.51,112.7,3,1.6,0,2.51,0
Basic,Monthly,Yes,No,0,27,112.42,184.8,0,15.5,0,2.4,0
Standard,Monthly,Yes,No,0,13,109.58,198.1,1,7.9,0,5.02,1
Standard,Monthly,No,Yes,0,22,205.55,143.5,1,19.6,0,0.68,0
Standard,Monthly,Yes,No,1,21,16.47,144.7,0,17.8,1,4.58,1
Standard,Monthly,No,No,1,8,229.52,62.9,0,6.7,1,6.79,0
Basic,Annual,Yes,No,2,25,164.94,191.8,2,5.5,0,3.1,0
Standard,Monthly,No,No,0,10,125.71,110.9,2,18.9,0,2.29,0
Standard,Monthly,Yes,Yes,1,11,12.54,215.6,0,16.3,0,2.22,1
Basic,Monthly,Yes,No,1,31,252.24,118.4,2,4.2,0,1.28,0
Basic,Monthly,No,No,0,28,128.76,196.1,0,16.2,0,0.52,0
Standard,Annual,Yes,Yes,1,18,239.82,135.9,0,13.8,0,1.58,0
Standard,Monthly,No,Yes,0,11,117.69,161.1,0,14.2,0,1.25,1
