plan_type,contract_type,autopay,is_promo_user,add_on_count,tenure_months,monthly_usage_gb,avg_latency_ms,support_tickets_30d,discount_pct,payment_failures_90d,downtime_hours_30d,churned
Standard,Monthly,No,No,1,36,101.77,140.7,1,13.3,0,2.26,0
Basic,Monthly,No,No,2,32,150.83,150.9,1,20.0,1,1.96,0
Basic,Annual,Yes,Yes,0,3,83.5,50.0,2,25.4,0,2.02,1
Pro,Monthly,Yes,Yes,1,7,152.13,137.9,0,3.1,1,0.48,0
Standard,Monthly,Yes,Yes,2,33,130.46,120.0,1,39.1,0,0.66,0
Basic,Annual,Yes,Yes,2,6,106.35,156.1,1,24.7,0,1.17,1
Basic,Monthly,No,No,0,9,141.91,82.8,1,14.2,0,0.04,0
Pro,Monthly,Yes,No,0,16,8.71,179.5,0,11.5,1,0.66,1
Basic,Monthly,Yes,No,1,20,100.95,121.0,0,7.7,0,0.67,1
Standard,Monthly,Yes,No,0,13,119.64,168.4,2,21.7,0,1.78,1
Standard,Monthly,Yes,Yes,1,10,99.08,157.3,2,20.6,1,0.57,0
Standard,Annual,Yes,Yes,0,25,202.87,63.2,0,5.7,0,1.23,0
Basic,Monthly,Yes,Yes,2,51,95.06,127.9,0,29.3,0,0.52,0
Basic,Monthly,Yes,No,2,14,1.0,108.2,2,5.7,1,1.15,1
Basic,Monthly,Yes,No,1,21,65.3,125.8,0,3.3,0,2.21,1
Basic,Annual,Yes,Yes,1,14,70.02,177.5,0,29.9,0,0.46,1
Pro,Monthly,No,No,3,15,95.33,159.0,0,21.4,0,3.39,0
Pro,Monthly,Yes,Yes,0,35,143.25,138.2,1,22.1,1,1.97,0
Basic,Monthly,No,Yes,1,51,176.79,179.9,2,17.1,0,0.93,0
Basic,Annual,Yes,Yes,2,24,26.33,112.5,1,20.8,0,0.96,0
Pro,Monthly,Yes,No,1,24,196.56,156.3,1,17.9,0,2.32,0
Pro,Monthly,Yes,No,2,23,81.71,149.7,0,6.3,0,2.82,0
Standard,Annual,Yes,No,1,10,97.75,144.4,0,9.2,0,2.03,0
Basic,Monthly,Yes,Yes,4,12,155.96,154.0,0,20.0,1,1.85,1
Standard,Monthly,Yes,Yes,0,13,76.44,106.0,1,10.8,1,1.95,1
Basic,Annual,Yes,No,2,51,107.46,160.2,0,24.4,0,0.29,0
Standard,Annual,No,Yes,3,38,86.78,101.4,0,22.9,0,0.91,0
Pro,Monthly,Yes,No,0,24,133.47,132.8,1,13.4,0,1.07,0
Basic,Monthly,Yes,No,1,5,118.98,143.1,2,11.4,0,2.78,1
Basic,Monthly,No,No,3,21,146.05,164.1,1,13.4,0,0.99,0
Basic,Annual,Yes,No,1,15,124.8,74.0,0,20.1,0,4.38,0
Basic,Monthly,No,No,1,37,68.17,116.0,0,18.8,0,0.52,1
Standard,Annual,No,No,4,30,127.02,80.0,0,6.4,0,1.85,0
Standard,Annual,No,No,1,17,204.93,205.8,0,18.3,0,3.18,0
Pro,Monthly,Yes,No,0,21,175.09,214.1,0,5.6,0,0.81,0
Pro,Monthly,Yes,Yes,0,7,142.78,96.7,2,14.6,0,0.73,0
Pro,Monthly,Yes,No,2,9,59.13,88.8,0,25.9,1,0.29,0
Standard,Monthly,No,No,0,30,55.7,141.0,0,27.9,0,0.56,0
Basic,Annual,No,Yes,1,20,165.37,144.6,0,12.7,0,4.6,0
Standard,Monthly,No,Yes,0,24,74.9,134.7,0,12.3,0,1.33,1
Basic,Monthly,No,No,0,19,140.68,143.7,0,9.5,0,1.68,1
Pro,Monthly,No,No,0,17,172.93,101.0,1,5.4,0,0.59,0
Basic,Monthly,Yes,No,0,11,219.26,94.3,2,27.2,0,1.39,0
Basic,Annual,No,Yes,2,5,78.93,104.1,0,13.8,0,0.15,1
Standard,Monthly,No,No,1,17,140.67,83.9,2,39.2,0,0.91,0
Basic,Monthly,Yes,Yes,0,15,140.76,140.2,1,10.1,0,2.3,1
Pro,Monthly,Yes,Yes,3,16,113.22,136.0,1,15.0,0,4.58,0
Basic,Monthly,Yes,No,0,34,38.79,176.2,1,42.6,0,2.71,1
Standard,Monthly,Yes,No,1,16,74.03,105.7,1,9.1,0,4.68,0
Basic,Monthly,No,No,0,20,170.15,156.8,0,7.8,0,5.5,1
Standard,Monthly,Yes,No,1,20,169.86,107.4,1,9.9,1,0.46,0
Basic,Monthly,No,No,1,29,130.15,193.1,1,18.6,0,0.32,1
Standard,Monthly,No,No,0,30,49.19,60.9,1,23.2,0,0.27,0
Standard,Monthly,Yes,No,0,36,120.48,126.5,1,18.4,1,0.22,1
Basic,Annual,No,No,1,29,165.5,169.0,0,11.5,0,2.72,0
Standard,Annual,Yes,No,2,41,129.32,138.0,0,10.9,0,0.65,0
Basic,Monthly,Yes,No,1,26,202.06,131.0,0,7.8,0,2.3,0
Standard,Monthly,No,No,3,30,200.41,184.4,0,16.4,0,3.14,0
Basic,Annual,Yes,Yes,0,33,193.58,135.4,1,32.2,0,0.67,0
Basic,Monthly,Yes,Yes,1,38,115.57,161.1,0,17.9,1,1.31,0
Basic,Monthly,Yes,No,1,19,178.29,110.3,0,12.6,0,0.74,0
Basic,Monthly,Yes,No,1,11,97.0,139.2,1,10.1,1,1.13,0
Pro,Monthly,No,No,1,16,112.32,90.8,2,16.4,0,2.31,1
Standard,Monthly,No,Yes,0,12,76.37,182.0,0,3.6,0,1.95,1
Standard,Monthly,Yes,No,0,15,160.65,97.8,1,11.3,0,1.83,0
Standard,Annual,Yes,No,0,9,144.36,111.9,0,18.8,0,0.58,0
Basic,Monthly,No,No,1,23,76.5,126.8,0,45.5,1,1.18,0
Standard,Monthly,No,No,4,36,123.75,57.9,1,17.9,1,2.7,0
Pro,Monthly,Yes,Yes,2,11,143.06,137.0,2,41.4,0,0.42,0
Basic,Monthly,Yes,No,0,29,240.4,142.3,2,11.8,0,0.92,0
Basic,Monthly,Yes,No,4,18,92.89,115.1,0,19.0,1,2.11,0
Pro,Monthly,Yes,No,1,8,155.84,166.2,1,14.7,0,0.32,0
Basic,Annual,No,Yes,3,21,190.76,128.4,1,5.1,0,1.11,0
Standard,Monthly,Yes,No,0,16,169.12,113.8,0,32.2,0,1.15,0
Standard,Monthly,Yes,No,0,21,159.21,124.7,0,23.4,0,0.63,0
Standard,Monthly,Yes,No,0,20,155.86,144.4,2,22.0,0,1.12,0
Basic,Annual,No,Yes,1,45,115.28,143.6,0,5.5,1,1.63,0
Pro,Annual,Yes,No,0,23,140.98,120.1,2,12.0,2,0.42,0
Standard,Annual,Yes,No,0,22,136.64,114.9,1,34.7,1,1.83,0
Standard,Annual,No,No,0,26,63.8,104.1,0,5.4,0,2.04,0
Basic,Monthly,Yes,No,3,39,182.28,147.3,0,4.6,1,0.88,0
Standard,Monthly,Yes,No,2,16,62.56,122.6,0,8.8,0,0.68,0
Pro,Monthly,No,No,0,15,133.95,139.6,0,31.3,1,1.12,0
Standard,Monthly,No,No,0,11,83.28,140.4,1,14.6,0,1.62,1
Standard,Monthly,Yes,No,2,28,192.29,175.3,0,13.4,0,1.28,0
Standard,Monthly,Yes,No,0,23,154.02,156.3,0,10.8,0,4.21,0
Basic,Monthly,Yes,No,1,9,79.34,145.3,0,14.8,1,0.08,0
Basic,Monthly,No,No,1,10,136.12,206.6,1,11.1,0,1.29,1
Basic,Monthly,Yes,Yes,2,16,67.53,183.2,0,4.9,0,0.21,1
Basic,Monthly,Yes,No,1,27,154.29,105.2,1,16.7,2,0.61,0
Basic,Annual,Yes,No,1,12,171.33,177.8,2,9.0,0,0.39,0
Basic,Monthly,No,No,1,27,108.17,142.1,0,41.2,0,0.6,0
Standard,Monthly,No,No,0,36,160.94,124.9,1,22.6,2,0.82,0
Basic,Monthly,No,No,0,10,120.22,141.2,0,12.7,0,1.7,1
Basic,Annual,Yes,Yes,2,54,147.96,85.9,1,19.2,0,0.65,0
Standard,Monthly,No,No,1,12,147.12,171.6,2,9.8,1,3.22,1
Pro,Monthly,Yes,No,2,10,45.87,50.0,1,21.2,1,5.68,1
Standard,Annual,Yes,No,1,46,95.57,90.6,0,17.3,1,0.8,0
Basic,Monthly,Yes,No,2,20,170.04,118.7,0,3.3,0,0.27,0
Basic,Monthly,No,No,0,24,148.82,163.2,0,0.7,0,0.17,1
Standard,Monthly,No,Yes,0,38,124.92,149.4,0,7.7,0,1.36,0
Pro,Monthly,No,Yes,0,28,97.91,98.0,0,21.3,2,1.93,1
Standard,Annual,Yes,No,1,25,86.03,118.7,1,14.5,0,0.65,0
Standard,Monthly,Yes,No,0,23,181.6,122.3,1,11.1,2,1.36,0
Pro,Monthly,Yes,No,0,31,50.88,174.4,0,21.2,0,0.89,0
Basic,Annual,Yes,No,1,6,84.74,126.9,0,19.3,0,0.78,0
Pro,Monthly,Yes,No,1,33,104.53,85.9,1,10.5,0,0.12,0
Standard,Annual,Yes,Yes,0,17,136.16,66.0,0,18.6,0,0.55,0
Pro,Monthly,No,No,0,5,160.69,119.5,0,15.3,0,3.83,1
Standard,Monthly,Yes,No,1,36,215.32,145.8,0,9.0,0,1.06,0
Standard,Annual,No,No,0,26,221.57,118.7,1,9.7,1,1.99,0
Basic,Monthly,Yes,Yes,1,38,97.03,56.5,0,45.5,0,2.88,0
Basic,Monthly,Yes,Yes,1,9,77.25,195.3,1,32.7,0,0.9,1
Basic,Monthly,Yes,No,0,57,192.64,135.6,0,2.8,0,1.19,0
Basic,Monthly,Yes,No,1,8,142.68,104.7,1,27.2,0,0.27,0
Pro,Monthly,No,No,1,3,89.68,145.6,0,20.6,0,1.66,1
Standard,Monthly,Yes,No,0,18,151.38,169.1,0,14.9,1,1.48,1
Standard,Monthly,No,No,1,29,176.9,91.8,1,31.1,0,0.36,0
Standard,Annual,No,Yes,0,14,237.7,148.4,0,5.2,1,0.15,0
Basic,Monthly,No,No,1,15,132.55,92.0,1,25.1,0,4.33,0
Standard,Monthly,Yes,No,3,40,28.32,119.5,1,3.6,1,0.5,0
Basic,Monthly,Yes,No,1,10,176.84,117.5,1,14.7,0,1.79,0
Standard,Monthly,No,No,1,13,104.65,80.2,0,28.7,0,0.42,0
Basic,Monthly,Yes,No,1,7,162.2,66.8,0,28.3,0,2.25,0
Basic,Annual,Yes,No,2,10,116.05,67.2,0,7.8,0,0.97,0
Basic,Monthly,Yes,No,0,12,179.81,130.2,1,14.2,0,1.15,0
Basic,Annual,Yes,No,1,26,79.73,58.0,1,12.3,1,2.15,0
Standard,Monthly,No,No,2,11,61.96,123.5,1,1.9,1,2.64,1
Standard,Monthly,Yes,No,0,65,78.27,114.3,1,9.6,0,2.48,0
Basic,Annual,No,No,1,20,149.73,154.5,0,7.2,0,0.15,0
Standard,Annual,Yes,No,0,21,92.38,110.3,0,17.6,0,2.92,0
Standard,Monthly,Yes,No,0,19,140.73,151.9,0,25.7,0,1.85,0
Basic,Monthly,Yes,No,1,27,171.97,160.9,2,31.7,0,1.78,0
Basic,Monthly,No,Yes,3,15,127.02,121.5,4,19.4,1,0.48,1
Basic,Monthly,No,No,2,32,147.71,172.2,1,14.8,2,1.15,1
Basic,Monthly,No,No,1,32,59.54,103.9,0,10.8,0,0.42,0
Standard,Monthly,Yes,Yes,1,42,162.55,99.0,0,10.9,0,0.35,0
Standard,Monthly,Yes,Yes,0,7,174.01,154.9,2,3.2,0,0.1,1
Pro,Annual,Yes,Yes,2,35,139.19,159.7,2,2.8,0,4.54,0
Standard,Monthly,Yes,No,0,9,139.77,114.9,0,26.8,0,0.38,0
Standard,Monthly,Yes,No,0,18,115.54,148.9,0,16.5,0,0.51,0
Pro,Monthly,No,No,1,19,177.38,113.9,1,25.7,0,0.83,0
Basic,Monthly,Yes,No,1,12,98.9,198.4,0,5.9,0,1.8,1
Standard,Annual,No,No,2,29,24.06,61.6,0,6.5,0,4.47,1
Standard,Monthly,Yes,No,0,8,153.61,63.4,1,6.5,0,0.52,0
Basic,Monthly,Yes,No,1,26,115.27,140.7,0,14.7,0,2.46,0
Pro,Annual,Yes,No,0,9,82.12,126.2,2,21.8,0,1.59,0
Standard,Monthly,Yes,No,2,24,51.5,126.6,0,16.6,0,1.39,0
Standard,Annual,Yes,Yes,2,14,90.98,147.7,5,9.1,0,2.56,1
Standard,Annual,Yes,No,1,15,95.91,155.9,3,10.5,1,1.76,1
Standard,Monthly,No,No,0,29,84.76,101.1,1,6.8,0,0.82,0
Standard,Monthly,Yes,No,0,32,60.26,134.4,1,8.7,0,1.83,0
Standard,Monthly,No,No,1,31,139.17,180.5,0,10.3,0,2.57,0
Standard,Monthly,Yes,No,1,22,92.08,195.1,2,24.2,1,3.57,1
Basic,Monthly,Yes,No,1,15,128.91,146.2,0,24.1,0,2.18,1
Basic,Monthly,Yes,No,0,30,176.3,86.3,1,12.0,0,0.19,0
Standard,Annual,Yes,No,1,23,143.45,57.7,1,17.9,1,1.28,0
Standard,Monthly,Yes,No,2,22,162.59,116.3,0,9.4,0,0.28,0
Standard,Monthly,Yes,No,0,11,163.85,162.8,0,11.3,0,0.81,0
Basic,Monthly,No,Yes,1,7,85.87,138.9,0,19.8,0,1.01,1
Pro,Monthly,Yes,No,1,5,107.9,154.4,0,10.8,1,4.54,1
Pro,Monthly,Yes,Yes,1,35,90.84,137.4,0,5.6,1,1.13,0
Basic,Monthly,Yes,No,1,13,136.7,99.7,0,17.9,0,0.79,0
Standard,Monthly,No,Yes,1,46,156.65,50.0,0,7.7,0,0.26,0
Basic,Monthly,Yes,No,0,5,135.71,90.2,1,10.5,1,0.68,1
Basic,Monthly,Yes,Yes,3,19,132.47,138.0,0,15.8,0,0.2,0
Pro,Monthly,Yes,No,0,16,133.68,78.4,1,13.7,1,1.88,0
Standard,Annual,No,No,2,26,189.79,124.0,2,9.8,0,0.45,0
Basic,Monthly,Yes,No,3,16,91.23,113.5,0,19.8,0,2.74,1
Pro,Monthly,No,Yes,1,33,173.28,163.9,0,18.3,0,3.77,0
Pro,Monthly,Yes,No,1,21,95.85,188.5,1,17.3,0,2.09,1
Basic,Annual,No,No,0,18,144.02,168.5,1,7.0,0,1.7,0
Basic,Annual,Yes,No,3,8,135.02,187.2,0,9.1,1,0.59,0
Standard,Monthly,No,No,2,7,100.64,148.0,0,20.9,0,1.39,1
Basic,Monthly,Yes,No,1,16,81.59,125.1,1,33.2,0,2.75,1
Pro,Monthly,No,No,0,8,151.96,194.9,0,42.0,2,0.8,1
Basic,Monthly,No,No,0,22,97.67,189.1,0,18.1,0,3.73,1
Basic,Monthly,No,No,1,16,185.35,120.9,0,8.8,1,1.04,0
Basic,Monthly,Yes,Yes,1,13,189.95,141.4,0,4.6,0,2.02,0
Basic,Monthly,Yes,No,3,24,156.28,181.9,1,16.5,0,0.17,0
Pro,Monthly,Yes,No,0,18,70.92,127.4,1,19.8,0,2.22,0
Standard,Monthly,Yes,No,1,33,240.54,127.1,0,20.9,1,1.29,0
Basic,Monthly,No,No,1,28,53.32,125.7,3,4.0,0,1.99,1
Basic,Annual,Yes,No,2,40,160.44,104.3,0,20.7,0,0.62,0
Standard,Monthly,Yes,Yes,1,34,122.63,133.0,1,14.6,1,0.64,0
Standard,Monthly,No,Yes,1,15,115.14,87.4,0,28.0,0,0.11,0
Standard,Annual,No,No,1,38,145.24,157.2,0,15.5,0,0.6,0
Basic,Monthly,Yes,No,1,9,141.98,112.9,2,14.4,0,0.6,0
Pro,Monthly,Yes,No,1,50,123.75,196.0,1,10.8,0,4.35,0
Pro,Monthly,Yes,Yes,1,11,131.75,107.2,1,9.6,0,1.62,0
Pro,Monthly,Yes,No,2,17,95.92,62.2,2,15.5,0,2.83,0
Pro,Monthly,Yes,No,0,17,124.49,180.4,0,2.1,1,0.97,0
Basic,Monthly,Yes,No,1,15,62.71,156.3,0,14.4,0,0.91,1
Standard,Annual,Yes,No,2,13,88.73,50.0,1,8.8,0,1.17,0
Basic,Monthly,Yes,No,2,19,114.13,171.1,1,8.1,1,0.48,1
Basic,Monthly,Yes,No,0,33,97.47,128.5,0,8.9,0,0.23,0
Basic,Monthly,Yes,Yes,2,17,158.27,75.2,0,8.6,1,4.74,0
Standard,Annual,No,Yes,1,4,93.16,157.6,0,23.6,2,1.29,1
Basic,Monthly,Yes,No,0,27,90.31,171.2,1,13.4,0,1.92,1
Basic,Annual,Yes,No,1,16,116.84,135.4,1,30.4,1,0.84,0
Standard,Monthly,No,No,2,25,144.01,68.3,3,31.8,1,0.19,0
Basic,Monthly,Yes,Yes,1,22,98.34,230.7,0,5.4,0,0.39,1
Basic,Monthly,No,No,0,9,205.88,195.0,0,36.3,0,0.93,0
Standard,Annual,No,No,1,45,104.7,112.5,0,12.8,1,1.31,0
Standard,Monthly,Yes,Yes,1,33,217.56,146.7,1,4.9,0,1.84,0
Basic,Annual,Yes,No,1,34,147.14,97.1,2,14.9,0,1.07,0
Basic,Monthly,No,No,3,32,45.32,119.2,2,18.0,1,1.46,1
Basic,Monthly,No,No,0,28,134.46,143.4,0,6.9,0,1.2,1
Standard,Annual,Yes,No,3,33,120.57,162.5,0,29.8,1,1.56,0
Basic,Monthly,Yes,Yes,3,30,148.18,226.4,0,7.4,2,0.41,0
Basic,Monthly,Yes,Yes,2,26,85.35,58.4,1,26.4,0,0.82,0
Basic,Monthly,No,No,4,8,12.04,50.0,1,24.8,0,0.58,0
Standard,Annual,Yes,No,4,28,64.86,91.3,0,11.2,1,2.1,0
Pro,Monthly,Yes,No,1,19,130.51,113.4,0,3.4,1,0.6,0
Standard,Monthly,Yes,No,3,21,184.85,187.1,1,14.6,2,0.4,0
Basic,Annual,Yes,No,2,24,185.27,115.7,0,25.4,1,1.49,0
Standard,Monthly,Yes,No,0,17,137.95,67.2,1,10.4,0,0.19,0
Basic,Monthly,No,No,2,18,161.96,145.1,0,14.8,0,1.26,0
Pro,Monthly,Yes,No,0,30,117.48,66.1,0,7.9,1,2.76,0
Basic,Monthly,Yes,No,1,23,112.51,174.7,0,28.8,0,0.8,1
Standard,Monthly,Yes,No,3,8,66.94,163.8,1,16.3,0,1.78,1
Standard,Monthly,Yes,Yes,1,14,153.74,203.9,1,19.7,0,1.61,1
Basic,Monthly,Yes,No,4,24,57.63,132.8,2,14.0,1,0.8,1
Pro,Annual,No,No,0,12,68.56,160.3,0,33.1,0,0.9,0
Basic,Annual,Yes,No,2,36,108.68,191.3,1,5.3,0,0.33,0
Basic,Monthly,No,No,3,29,14.04,142.3,1,22.8,0,1.0,1
Standard,Monthly,No,No,1,24,177.48,130.7,1,30.0,0,2.98,0
Standard,Monthly,No,No,1,4,114.82,73.9,0,9.0,0,0.55,1
Standard,Annual,Yes,Yes,0,17,113.35,142.7,0,5.8,1,1.62,0
Basic,Monthly,Yes,No,0,30,129.41,122.1,2,18.4,0,1.67,0
Standard,Monthly,Yes,No,2,14,1.0,160.7,2,40.5,0,0.49,1
Basic,Monthly,Yes,No,0,10,247.21,78.9,1,25.0,1,3.72,0
Standard,Monthly,No,No,3,41,156.53,142.1,0,6.7,0,1.5,0
Basic,Annual,Yes,No,2,42,160.24,73.8,1,18.7,0,1.65,0
Basic,Monthly,Yes,No,0,45,183.52,75.0,0,13.3,0,4.38,0
Pro,Monthly,Yes,No,0,27,130.29,148.6,2,3.9,0,0.85,1
Basic,Monthly,Yes,Yes,0,18,156.27,75.3,0,11.3,0,1.1,0
Basic,Monthly,Yes,No,3,3,105.18,152.7,1,6.3,0,1.43,1
Basic,Annual,Yes,No,0,10,191.34,127.0,0,19.7,1,1.1,0
Standard,Monthly,Yes,No,0,22,116.64,106.6,1,16.6,0,1.36,0
Standard,Monthly,Yes,Yes,0,29,105.02,99.8,1,27.8,0,1.41,0
Standard,Monthly,Yes,No,1,7,83.83,197.6,0,13.2,1,1.59,1
Basic,Monthly,No,No,4,38,165.17,113.1,1,34.0,0,1.31,0
Standard,Monthly,No,No,1,29,287.97,131.7,1,22.3,1,1.9,0
Basic,Annual,Yes,No,1,35,72.83,159.9,0,3.5,0,0.44,0
Basic,Monthly,No,No,3,41,140.11,138.0,0,30.2,0,2.8,0
Standard,Monthly,Yes,No,1,15,99.27,180.1,1,2.2,1,0.54,1
Pro,Annual,Yes,No,1,33,174.48,144.1,0,2.4,0,1.14,0
Basic,Annual,Yes,No,1,15,86.74,162.7,0,32.0,2,0.55,0
Standard,Annual,Yes,No,1,12,220.96,73.3,0,2.8,0,0.53,0
Basic,Monthly,No,Yes,0,17,102.11,74.6,0,13.8,0,0.12,0
Pro,Monthly,No,No,1,16,228.15,125.9,2,18.5,0,1.97,0
Standard,Monthly,No,No,2,34,99.26,89.3,0,9.7,0,2.26,0
Basic,Annual,Yes,Yes,0,32,241.6,50.0,2,26.4,0,1.08,0
Basic,Monthly,No,Yes,0,20,171.05,50.0,1,12.1,0,2.03,0
Standard,Monthly,Yes,No,0,4,138.51,174.3,1,31.1,0,2.5,1
Basic,Annual,Yes,No,1,41,12.21,74.7,0,31.2,0,0.71,0
Standard,Monthly,No,No,1,14,173.76,108.5,0,16.2,0,0.44,0
Basic,Monthly,Yes,No,1,43,169.73,177.3,4,26.2,0,2.19,0
Basic,Monthly,Yes,No,1,28,111.2,159.7,0,24.4,0,0.78,0
Basic,Monthly,Yes,No,4,36,89.68,66.4,2,9.9,0,1.01,0
Basic,Monthly,Yes,Yes,3,29,73.47,163.4,0,1.6,1,1.96,1
Basic,Monthly,No,No,1,23,181.73,165.9,0,24.7,0,0.29,0
Basic,Monthly,Yes,Yes,1,18,176.01,81.2,2,22.7,0,1.06,0
Basic,Monthly,No,No,0,44,242.6,81.6,0,19.3,1,0.42,0
Standard,Monthly,Yes,No,0,24,97.81,197.3,1,39.0,0,1.57,0
Standard,Annual,No,No,1,14,89.29,91.9,1,13.8,0,1.27,0
Basic,Monthly,Yes,No,3,44,79.81,181.4,1,32.6,0,1.53,0
Basic,Annual,No,Yes,0,17,180.99,105.0,1,3.3,1,0.24,0
Pro,Monthly,No,No,0,17,147.75,131.9,0,20.8,1,0.21,0
Standard,Monthly,Yes,No,1,37,124.7,166.7,0,15.2,1,0.48,0
Standard,Monthly,Yes,No,0,27,131.82,156.1,1,27.0,0,0.62,0
Basic,Monthly,No,No,0,27,212.67,141.0,0,18.7,0,1.01,0
Standard,Monthly,Yes,No,1,21,138.25,203.5,0,11.9,0,2.4,0
Standard,Monthly,No,Yes,1,24,49.57,123.9,0,36.6,0,0.36,1
Basic,Monthly,Yes,Yes,1,6,190.31,159.3,1,19.6,0,0.55,1
Standard,Annual,Yes,No,1,2,187.98,147.4,0,22.2,0,1.49,0
Basic,Annual,Yes,Yes,2,11,157.83,144.2,3,14.9,1,0.32,0
Standard,Annual,Yes,No,1,10,112.88,177.6,1,6.2,0,2.04,0
Basic,Monthly,Yes,No,2,10,70.09,123.8,2,13.3,0,1.97,1
Basic,Annual,Yes,No,0,41,94.97,118.1,1,4.8,0,0.77,0
Basic,Monthly,Yes,No,1,12,118.06,101.3,0,6.4,0,0.93,0
Standard,Annual,Yes,No,1,9,90.14,168.1,2,19.6,1,0.75,1
Standard,Monthly,Yes,No,0,30,117.99,99.9,3,29.0,1,1.27,1
Pro,Monthly,Yes,Yes,0,22,183.01,81.5,0,16.1,0,0.45,0
Basic,Monthly,No,No,1,22,107.42,175.4,0,10.5,0,0.45,1
Basic,Monthly,Yes,No,1,7,90.9,149.4,1,11.9,0,0.43,1
Basic,Monthly,Yes,Yes,1,15,148.69,148.4,1,16.7,0,2.49,1
Standard,Monthly,Yes,No,4,26,168.53,85.1,0,13.4,0,0.55,0
Standard,Monthly,Yes,No,0,18,159.52,109.6,0,20.1,0,0.86,0
Standard,Annual,No,No,1,21,64.4,186.3,2,6.3,0,0.07,1
Pro,Monthly,Yes,No,0,12,143.54,182.9,0,5.7,0,2.19,0
Standard,Monthly,Yes,No,0,15,164.73,153.6,0,1.2,1,0.54,0
Basic,Monthly,No,Yes,4,28,108.93,142.2,1,26.5,0,2.46,0
Pro,Annual,Yes,No,0,32,212.84,134.2,1,2.4,0,1.64,0
Basic,Monthly,No,No,1,20,125.06,94.6,0,22.0,0,0.82,0
Standard,Annual,No,Yes,4,28,229.59,91.2,2,19.4,0,2.95,0
Pro,Annual,Yes,No,3,40,69.14,146.0,0,12.1,0,0.57,0
Pro,Annual,Yes,No,1,16,105.25,181.5,2,9.5,0,1.86,1
Basic,Annual,Yes,Yes,1,17,71.06,122.8,0,16.4,0,0.81,0
Basic,Annual,Yes,No,2,17,116.58,165.3,0,34.1,0,1.49,0
Basic,Monthly,No,No,0,37,132.93,127.5,0,22.3,1,3.07,0
Pro,Monthly,No,No,1,12,167.21,150.7,1,15.5,0,0.76,0
Pro,Monthly,No,No,1,24,115.82,120.1,0,4.3,0,0.48,0
Basic,Annual,Yes,Yes,2,20,53.07,104.5,0,6.6,0,1.04,1
Standard,Annual,No,No,1,24,88.48,176.9,1,5.3,0,0.42,1
Basic,Monthly,No,No,0,21,90.25,166.1,0,18.9,1,2.24,1
Basic,Monthly,Yes,No,0,12,39.47,111.5,0,15.4,0,1.72,1
Basic,Monthly,Yes,No,3,13,120.97,180.6,2,17.4,0,0.06,1
Standard,Monthly,No,No,1,19,143.45,111.9,0,11.3,0,0.11,0
Standard,Monthly,Yes,No,0,16,81.08,159.6,0,4.3,1,1.53,0
Basic,Annual,Yes,No,2,22,132.74,184.5,0,7.5,1,0.64,1
Standard,Monthly,Yes,No,1,8,81.91,207.1,2,12.6,0,1.06,1
Standard,Monthly,No,No,1,26,142.44,160.6,0,34.7,1,1.23,0
Basic,Monthly,No,No,1,16,174.38,112.6,1,29.9,1,2.26,1
Basic,Monthly,No,Yes,2,3,101.83,197.7,0,20.7,0,1.15,1
Standard,Monthly,Yes,No,1,24,174.71,131.4,1,21.2,3,0.07,0
Standard,Monthly,Yes,No,1,18,83.28,156.2,0,11.5,0,1.11,1
Basic,Monthly,Yes,No,0,20,186.34,133.7,1,19.4,0,1.68,0
Basic,Monthly,Yes,Yes,0,20,61.64,93.8,3,5.0,0,0.45,1
Pro,Annual,No,No,1,21,91.5,109.7,1,3.8,1,1.43,0
Standard,Monthly,Yes,No,2,13,143.96,118.5,0,8.7,1,1.57,0
Basic,Monthly,Yes,No,0,25,154.63,50.0,1,18.6,0,1.4,0
Basic,Monthly,Yes,No,4,48,142.59,196.2,2,12.6,0,2.18,1
Basic,Monthly,Yes,No,2,10,1.0,197.9,0,15.7,0,2.42,1
Pro,Annual,Yes,Yes,1,29,220.55,146.8,0,5.4,0,0.47,0
Pro,Monthly,Yes,No,0,9,137.29,178.2,2,10.4,0,0.24,0
Basic,Monthly,No,No,2,64,184.5,130.8,1,9.5,0,0.17,0
Standard,Monthly,No,No,0,5,99.68,82.4,1,23.1,0,1.31,0
Standard,Monthly,Yes,No,2,42,127.91,106.2,0,17.2,1,2.17,0
Basic,Monthly,Yes,No,0,30,131.04,205.3,1,8.2,1,4.7,1
Pro,Monthly,Yes,No,0,13,101.18,89.6,0,8.2,0,0.5,0
Standard,Annual,No,No,1,13,39.99,143.8,1,27.9,0,3.89,1
Basic,Monthly,No,No,4,9,205.36,136.1,0,23.4,0,0.61,0
Standard,Monthly,No,No,1,6,64.03,68.3,2,11.5,0,0.56,1
Pro,Monthly,Yes,Yes,1,8,128.14,167.6,2,12.8,0,2.38,1
Basic,Annual,No,No,0,38,188.02,153.7,2,15.0,0,1.33,0
Pro,Monthly,Yes,No,0,7,32.81,72.1,1,6.9,1,2.03,1
Standard,Monthly,Yes,Yes,0,31,119.08,111.4,0,11.6,0,0.68,0
Basic,Annual,Yes,No,0,15,184.76,114.1,0,29.7,0,0.14,0
Basic,Annual,Yes,No,1,14,1.0,163.3,0,0.4,0,0.94,1
Standard,Monthly,No,No,2,25,170.97,142.6,1,10.2,0,1.2,0
Pro,Monthly,Yes,No,1,17,154.55,189.0,1,20.8,0,0.74,0
